participant_id,target_name,item_no,item_text,video_no,conflict,action,score
15,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,4
16,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,6
17,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,1
18,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
19,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
20,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
21,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,3
22,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,4
23,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,3
24,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
25,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,4
26,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,4
27,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
28,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,2
29,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,4
30,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,6
31,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,4
32,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
33,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,7
34,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
35,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
36,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,7
37,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
38,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,6
39,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,2
40,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
41,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,2
42,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,2
43,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
44,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,4
45,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,6
46,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,2
47,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,7
48,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,3
49,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,4
50,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,4
51,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,7
52,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,3
53,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,4
54,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,6
55,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
1,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,3
2,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,4
3,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
4,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
5,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,4
6,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,5
7,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,4
8,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
9,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
10,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,6
11,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,4
12,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,6
13,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,3
14,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
15,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,4
16,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,7
17,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
18,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,3
19,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
20,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
21,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
22,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,3
23,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,3
24,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,6
25,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,3
26,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
27,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
28,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
29,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
30,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
31,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
32,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,6
33,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
34,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,5
35,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
36,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,4
37,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
38,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,4
39,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,6
40,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
41,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
42,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
43,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,3
44,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,4
45,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,3
46,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
47,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
48,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
49,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
50,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,4
51,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,7
52,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,3
53,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,4
54,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
55,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,5
1,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,4
2,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,5
3,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,4
4,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,2
5,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,5
6,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,3
7,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,5
8,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,2
9,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,4
10,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,5
11,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,4
12,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,3
13,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,2
14,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,3
15,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,4
16,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,6
17,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,2
18,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,5
19,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,3
20,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,5
21,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,4
22,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,4
23,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,4
24,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,5
25,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,4
26,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,4
27,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,6
28,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,2
29,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,2
30,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,5
31,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,3
32,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,4
33,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,3
34,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,5
35,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,5
36,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,4
37,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,4
38,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,7
39,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,1
40,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,6
41,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,3
42,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,2
43,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,5
44,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,3
45,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,6
46,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,2
47,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,7
48,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,2
49,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,4
50,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,3
51,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,4
52,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,3
53,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,3
54,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,7
55,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,2
1,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,2,葛藤あり,成功なし,3
2,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,2,葛藤あり,成功なし,4
3,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,2,葛藤あり,成功なし,4
4,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,2,葛藤あり,成功なし,1
5,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,2,葛藤あり,成功なし,4
6,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,2,葛藤あり,成功なし,2
7,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,2,葛藤あり,成功なし,5
8,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,2,葛藤あり,成功なし,2
9,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,2,葛藤あり,成功なし,3
10,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,2,葛藤あり,成功なし,6
11,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,2,葛藤あり,成功なし,4
12,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,2,葛藤あり,成功なし,5
