participant_id,target_name,item_no,item_text,video_no,conflict,action,score
54,項目1,1,このロボットを見て、自分も挑戦しようと思った。,2,葛藤あり,成功なし,1
55,項目1,1,このロボットを見て、自分も挑戦しようと思った。,2,葛藤あり,成功なし,4
56,項目1,1,このロボットを見て、自分も挑戦しようと思った。,2,葛藤あり,成功なし,1
57,項目1,1,このロボットを見て、自分も挑戦しようと思った。,2,葛藤あり,成功なし,1
58,項目1,1,このロボットを見て、自分も挑戦しようと思った。,2,葛藤あり,成功なし,3
59,項目1,1,このロボットを見て、自分も挑戦しようと思った。,2,葛藤あり,成功なし,3
60,項目1,1,このロボットを見て、自分も挑戦しようと思った。,2,葛藤あり,成功なし,4
61,項目1,1,このロボットを見て、自分も挑戦しようと思った。,2,葛藤あり,成功なし,4
62,項目1,1,このロボットを見て、自分も挑戦しようと思った。,2,葛藤あり,成功なし,4
63,項目1,1,このロボットを見て、自分も挑戦しようと思った。,2,葛藤あり,成功なし,4
64,項目1,1,このロボットを見て、自分も挑戦しようと思った。,2,葛藤あり,成功なし,1
65,項目1,1,このロボットを見て、自分も挑戦しようと思った。,2,葛藤あり,成功なし,4
66,項目1,1,このロボットを見て、自分も挑戦しようと思った。,2,葛藤あり,成功なし,2
67,項目1,1,このロボットを見て、自分も挑戦しようと思った。,2,葛藤あり,成功なし,6
68,項目1,1,このロボットを見て、自分も挑戦しようと思った。,2,葛藤あり,成功なし,1
69,項目1,1,このロボットを見て、自分も挑戦しようと思った。,2,葛藤あり,成功なし,4
70,項目1,1,このロボットを見て、自分も挑戦しようと思った。,2,葛藤あり,成功なし,4
71,項目1,1,このロボットを見て、自分も挑戦しようと思った。,2,葛藤あり,成功なし,5
1,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,4
2,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
3,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
4,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,2
5,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,2
6,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,4
7,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,6
8,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,7
9,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,3
10,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,4
11,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,4
12,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
13,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,4
14,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,1
15,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
16,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,3
17,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,6
18,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,6
19,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
20,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,2
21,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
22,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
23,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,3
24,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,6
25,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
26,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,2
27,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,2
28,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,3
29,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,3
30,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,4
31,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,4
32,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,2
33,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,3
34,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,6
35,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,4
36,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,4
37,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,7
38,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,4
39,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,1
40,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,6
41,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,2
42,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,6
43,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,1
44,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,3
45,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
46,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
47,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
48,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,6
49,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,2
50,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,1
51,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,3
52,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,4
53,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,3
54,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,1
55,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
56,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,2
57,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,1
58,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
59,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,4
60,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
61,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,4
62,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,6
63,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,3
64,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,2
65,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,6
66,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,4
67,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
68,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,1
69,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,5
70,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,2
71,項目1,1,このロボットを見て、自分も挑戦しようと思った。,3,葛藤なし,成功あり,4
1,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,4
2,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,5
3,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
4,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
5,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
6,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,3
7,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
8,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,6
9,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,4
10,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
11,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
12,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
13,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,3
14,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
15,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,5
16,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,3
17,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,6
18,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
19,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,5
20,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
21,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
22,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
23,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,3
24,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,4
25,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,4
26,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
27,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
28,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,3
29,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,5
30,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,4
31,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
32,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
33,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,3
34,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,4
35,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
36,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,4
37,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
38,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
39,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,4
40,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,4
41,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
42,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
43,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
44,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,3
45,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
46,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
47,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
48,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,3
49,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
50,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
51,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
52,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,4
53,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,3
54,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
55,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
56,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
57,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
58,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
59,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,5
60,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,5
61,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,4
62,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,4
63,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,5
64,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,1
65,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
66,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
67,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,5
68,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,2
69,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,5
70,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,4
71,項目1,1,このロボットを見て、自分も挑戦しようと思った。,4,葛藤なし,成功なし,4
1,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,4
2,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,5
3,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,5
4,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,5
5,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,3
6,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,4
7,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,3
8,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,4
9,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,4
10,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,4
11,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,2
12,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,5
13,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,3
14,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,1
15,項目2,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,1,葛藤あり,成功あり,5
